title,link,date,content_snippet
Merger Grab-GoTo Disebut Terganjal Aturan Pemerintah,https://www.cnnindonesia.com/ekonomi/20250619190625-92-1241643/merger-grab-goto-disebut-terganjal-aturan-pemerintah,2025-06-19,"Rencana Grab Holdings Ltd, perusahaan teknologi berbasis di Singapura, untuk mengakuisisi PT GoTo Gojek Tokopedia Tbk dikabarkan menemui kendala regulasi dari pemerintah Indonesia."
"Menperin Resmikan Pabrik Panel Surya Terbesar RI Senilai Rp1,5 T",https://www.cnnindonesia.com/ekonomi/20250619150138-92-1241512/menperin-resmikan-pabrik-panel-surya-terbesar-ri-senilai-rp15-t,2025-06-19,"Menteri Perindustrian Agus Gumiwang Kartasasmita meresmikan pembukaan pabrik sel surya dan modul surya terintegrasi pertama dan terbesar di Indonesia, di Kendal, Jawa Tengah."
"Bank Sentral Swiss Pangkas Suku Bunga Jadi 0%, Ekonomi Global Suram?",https://www.cnnindonesia.com/ekonomi/20250619183750-78-1241632/bank-sentral-swiss-pangkas-suku-bunga-jadi-0-ekonomi-global-suram,2025-06-19,Bank Nasional Swiss (SNB) memangkas suku bunga acuan menjadi nol persen pada Kamis (19/7).
"Pertamina Akuisisi 20% Saham Perusahaan EBT Filipina Senilai Rp1,96 T",https://www.cnnindonesia.com/ekonomi/20250619142835-85-1241492/pertamina-akuisisi-20-saham-perusahaan-ebt-filipina-senilai-rp196-t,2025-06-19,"Pertamina New & Renewable Energy (Pertamina NRE) mengakuisisi 20 persen saham perusahaan energi terbarukan asal Filipina, Citicore Renewable Energy Corporation (CREC)."
"Nego Tarif Trump Belum Tuntas, Kantor Airlangga Beber Update Terkini",https://www.cnnindonesia.com/ekonomi/20250619054628-92-1241293/nego-tarif-trump-belum-tuntas-kantor-airlangga-beber-update-terkini,2025-06-19,Kementerian Koordinator Bidang Perekonomian menegaskan negosiasi tarif impor yang ditetapkan Presiden Amerika Serikat (AS) Donald Trump masih belum tuntas.
OJK Blokir 507 Entitas Pinjol Ilegal hingga Investasi Bodong,https://www.cnnindonesia.com/ekonomi/20250619160910-78-1241567/ojk-blokir-507-entitas-pinjol-ilegal-hingga-investasi-bodong,2025-06-19,Otoritas Jasa Keuangan (OJK) melalui Satuan Tugas Pemberantasan Aktivitas Keuangan Ilegal (Satgas PASTI) telah menghentikan 507 entitas keuangan ilegal sepanjang periode Juni 2025.
"Pentolan Boeing ke India, Rapat Tertutup Bahas Tragedi Air India",https://www.cnnindonesia.com/ekonomi/20250616221808-92-1240377/pentolan-boeing-ke-india-rapat-tertutup-bahas-tragedi-air-india,2025-06-16,Kepala Boeing Commercial Airplanes Stephanie Pope ke India untuk bertemu pimpinan Air India N. Chandrasekaran pada Senin (16/6). Dua sumber mengungkapkan pertemuan itu dilakukan di Gugram dekat bandara New Delhi.
Menko Airlangga & DPM Singapura Perkuat 6 Kerja Sama Strategis,https://www.cnnindonesia.com/ekonomi/20250616210103-537-1240365/menko-airlangga-dpm-singapura-perkuat-6-kerja-sama-strategis,2025-06-16,"Menteri Koordinator Bidang Perekonomian Airlangga Hartarto bersama Wakil Perdana Menteri Singapura yang juga Menteri Perdagangan dan Industri, Gan Kim Yong, memimpin The 15th Indonesia-Singapore Six Bilateral Economic Working Groups Ministerial Meeting (6WG MM) di Singapura, Minggu (15/6)."
Pembiayaan Konsumer Bank Mega Syariah Tumbuh 37% Meski Daya Beli Lesu,https://www.cnnindonesia.com/ekonomi/20250616202101-78-1240347/pembiayaan-konsumer-bank-mega-syariah-tumbuh-37-meski-daya-beli-lesu,2025-06-16,"Bank Mega Syariah berhasil mencatatkan kinerja positif di tengah pelemahan daya beli. Pada Mei 2025, jumlah pembiayaan konsumer terealisasi lebih dari Rp482 miliar atau naik 37,3 persen dari total yang disalurkan periode yang sama pada tahun sebelumnya (yoy)."
Arief Sidarto Resmi Diangkat Jadi Dirut Baru Amman Mineral,https://www.cnnindonesia.com/ekonomi/20250616191901-85-1240338/arief-sidarto-resmi-diangkat-jadi-dirut-baru-amman-mineral,2025-06-16,"PT Amman Mineral Internasional Tbk mengangkat Arief Widyawan Sidarto sebagai Direktur Utama melalui Rapat Umum Pemegang Saham Tahunan (RUPST) yang digelar di Jakarta, Senin (16/6)."
Kementerian PU Keluarkan 5 Jurus Wujudkan Swasembada Pangan Prabowo,https://www.cnnindonesia.com/ekonomi/20250616115019-92-1240147/kementerian-pu-keluarkan-5-jurus-wujudkan-swasembada-pangan-prabowo,2025-06-16,Kementerian Pekerjaan Umum (PU) melancarkan lima strategi untuk mewujudkan swasembada pangan yang dicita-citakan Presiden Prabowo Subianto.
"Naik Whoosh Cuma Rp75 Ribu Selama Masa Libur Sekolah, Ini Ketentuannya",https://www.cnnindonesia.com/ekonomi/20250616184728-92-1240330/naik-whoosh-cuma-rp75-ribu-selama-masa-libur-sekolah-ini-ketentuannya,2025-06-16,KCIC menebar promo tiket kereta cepat Whoosh dengan tarif mulai Rp75 ribu hingga Rp100 ribu per perjalanan selama liburan sekolah atau sepanjang Juni hingga Juli 2025.
Pemerintah Mau Turunkan Cicilan Rumah Subsidi Jadi Rp600 Ribu,https://www.cnnindonesia.com/ekonomi/20250616183407-92-1240326/pemerintah-mau-turunkan-cicilan-rumah-subsidi-jadi-rp600-ribu,2025-06-16,Kementerian Perumahan dan Kawasan Permukiman (PKP) mengkaji kemungkinan menurunkan cicilan rumah subsidi menjadi Rp600 ribu per bulan.
Pemerintah Kawal Realisasi Program Prioritas Pendidikan Nasional,https://www.cnnindonesia.com/ekonomi/20250613181038-537-1239561/pemerintah-kawal-realisasi-program-prioritas-pendidikan-nasional,2025-06-16,"Pemerintah terus memantau realisasi program prioritas di bidang pendidikan yang meliputi pembangunan sekolah unggulan, sekolah rakyat, dan revitalisasi sekolah."
Pemprov Jabar Punya Utang Rp311 M ke BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20250616181054-532-1240320/pemprov-jabar-punya-utang-rp311-m-ke-bpjs-kesehatan,2025-06-16,Pemerintah Provinsi Jawa Barat (Pemprov Jabar) ternyata memiliki utang Rp311 miliar ke BPJS Kesehatan untuk tagihan kesehatan yang digunakan masyarakat sejak 2023.
Daftar 45 Pensiunan TNI dan Polri yang Jadi Komisaris BUMN,https://www.cnnindonesia.com/ekonomi/20250616141331-92-1240217/daftar-45-pensiunan-tni-dan-polri-yang-jadi-komisaris-bumn,2025-06-16,Ada sekitar 45 pensiunan TNI dan Polri yang menempati kursi komisaris di Badan Usaha Milik Negara (BUMN).
Jumlah BPR Turun Jadi 1.345 Bank per Maret 2024,https://www.cnnindonesia.com/ekonomi/20250617190852-78-1240817/jumlah-bpr-turun-jadi-1345-bank-per-maret-2024,2025-06-17,"Otorita Jasa Keuangan (OJK) mencatat per Maret 2025 jumlah Bank Perekonomian Rakyat (BPR) di Indonesia turun sebanyak 161 menjadi 1.345 bank dibandingkan data Maret 2024, yakni sebanyak 1.392 bank."
UMKM Madu Lokal Naik Kelas dan Tembus Pasar Global Berkat Dukungan BRI,https://www.cnnindonesia.com/ekonomi/20250617202919-625-1240836/umkm-madu-lokal-naik-kelas-dan-tembus-pasar-global-berkat-dukungan-bri,2025-06-17,"PT Bank Rakyat Indonesia (Persero) Tbk terus menunjukkan konsistensinya dalam mendorong pelaku Usaha Mikro, Kecil, dan Menengah (UMKM) untuk naik kelas dan menembus pasar internasional."
Bos Pajak Ungkap Progres Perbaikan Coretax Usai Diperintah Menkeu,https://www.cnnindonesia.com/ekonomi/20250617183824-532-1240811/bos-pajak-ungkap-progres-perbaikan-coretax-usai-diperintah-menkeu,2025-06-17,"Direktur Jenderal Pajak Bimo Wijayanto membeberkan perkembangan perbaikan coretax, terutama sejak dirinya masuk di internal Kementerian Keuangan pada 23 Mei 2025."
Kemenkeu Ungkap 2 Syarat Buka Blokir Anggaran Kementerian,https://www.cnnindonesia.com/ekonomi/20250617195312-532-1240829/kemenkeu-ungkap-2-syarat-buka-blokir-anggaran-kementerian,2025-06-17,Kementerian Keuangan (Kemenkeu) mengungkapkan 2 syarat untuk membuka blokir anggaran kementerian/lembaga (K/L) di era Presiden Prabowo Subianto.
Bank Dunia Sebut Bansos Untungkan Ekonomi RI di Tengah Ketidakpastian,https://www.cnnindonesia.com/ekonomi/20250617105458-532-1240526/bank-dunia-sebut-bansos-untungkan-ekonomi-ri-di-tengah-ketidakpastian,2025-06-17,"Bank Dunia menyoroti pemberian bantuan sosial (bansos) yang dilakukan pemerintah di berbagai negara. Lembaga tersebut mengatakan program belanja sosial menguntungkan kondisi ekonomi negara, termasuk Indonesia."
"Anggaran Makan Gratis Baru Terpakai 6,2 Persen dari Target Prabowo",https://www.cnnindonesia.com/ekonomi/20250617181328-532-1240793/anggaran-makan-gratis-baru-terpakai-62-persen-dari-target-prabowo,2025-06-17,"Kementerian Keuangan (Kemenkeu) mengungkap realisasi anggaran program Makan Bergizi Gratis (MBG) baru terpakai sekitar 6,2 persen dari pagu yang direstui Presiden Prabowo Subianto, Rp71 triliun."
10 Negara Pemberi Utang Terbanyak ke RI: Singapura Nomor Wahid,https://www.cnnindonesia.com/ekonomi/20250617123720-532-1240592/10-negara-pemberi-utang-terbanyak-ke-ri-singapura-nomor-wahid,2025-06-17,"Bank Indonesia (BI) mencatat mencatat posisi utang luar negeri (ULN) Indonesia sebesar US$431,5 miliar atau Rp7.020,02 (kurs Rp16.269 per dolar AS) per April 2025. Jumlah tersebut tumbuh 8,2 persen secara tahunan (yoy)."
Yupi Komitmen Industri Halal dan Aman untuk Anak-anak di IIHF 2025,https://www.cnnindonesia.com/ekonomi/20250617191033-625-1240818/yupi-komitmen-industri-halal-dan-aman-untuk-anak-anak-di-iihf-2025,2025-06-17,PT Yupi Indo Jelly Gum Tbk atau yang lebih dikenal dengan Yupi ikut meramaikan perhelatan Indonesia International Halal Festival (IIHF) 2025 yang digelar di Jakarta Convention Center.
Utang Pemerintah RI Tembus Rp349 T pada Mei 2025,https://www.cnnindonesia.com/ekonomi/20250617183443-532-1240808/utang-pemerintah-ri-tembus-rp349-t-pada-mei-2025,2025-06-17,Realisasi utang pemerintah menembus Rp349 triliun per Mei 2025 atau 45 persen dari target anggaran penerimaan dan belanja negara (APBN) 2025. Hal itu diungkap Wakil Menteri Keuangan Thomas Djiwandono.
Ekspor Batu Bara RI Terancam Merosot Gara-gara Kebijakan China,https://www.cnnindonesia.com/ekonomi/20250617181309-85-1240792/ekspor-batu-bara-ri-terancam-merosot-gara-gara-kebijakan-china,2025-06-17,Ekspor batu bara Indonesia terancam mandek bahkan menurun dalam jangka panjang gara-gara komitmen transisi energi Presiden China Xi Jinping.
Kemenkeu Pantau Efek Lonjakan Harga Minyak Cs Imbas Panas Timur Tengah,https://www.cnnindonesia.com/ekonomi/20250623202755-532-1243001/kemenkeu-pantau-efek-lonjakan-harga-minyak-cs-imbas-panas-timur-tengah,2025-06-23,"Kementerian Keuangan (Kemenkeu) memastikan akan terus memantau dampak perang Iran-Israel, termasuk potensi kenaikan harga minyak dunia, terhadap Anggaran Pendapatan dan Belanja Negara (APBN)."
Pertamina Pastikan Semua Kapal Tanker yang Lewat Selat Hormuz Cs Aman,https://www.cnnindonesia.com/ekonomi/20250623200240-85-1242997/pertamina-pastikan-semua-kapal-tanker-yang-lewat-selat-hormuz-cs-aman,2025-06-23,"PT Pertamina International Shipping (PIS) memastikan seluruh kapal tanker yang melintasi kawasan rawan seperti Terusan Suez, Teluk Arab (Arabian Gulf), dan Selat Hormuz, dalam kondisi aman."
Trump Ngomel AS Kebanyakan Hari Libur Nasional: Miliaran Dolar Hilang!,https://www.cnnindonesia.com/ekonomi/20250623194107-92-1242992/trump-ngomel-as-kebanyakan-hari-libur-nasional-miliaran-dolar-hilang,2025-06-23,Presiden Amerika Serikat (AS) Donald Trump menyatakan terlalu banyak hari libur nasional di Negeri Paman Sam sehingga merugikan perekonomian negara.
"Bank DKI Resmi Umumkan Logo dan Call Name Baru, Bank Jakarta",https://www.cnnindonesia.com/ekonomi/20250623192936-625-1242988/bank-dki-resmi-umumkan-logo-dan-call-name-baru-bank-jakarta,2025-06-23,"Bertepatan dengan momentum Hari Ulang Tahun (HUT) Jakarta ke-498, Bank DKI resmi mengubah call name menjadi Bank Jakarta."
Respons Budi Arie soal Pensiunan Himbara Bisa Masuk Kopdes Merah Putih,https://www.cnnindonesia.com/ekonomi/20250623191514-92-1242984/respons-budi-arie-soal-pensiunan-himbara-bisa-masuk-kopdes-merah-putih,2025-06-23,Menteri Koperasi Budi Arie buka suara soal Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir yang menyebut pegawai Himpunan Bank Milik Negara (Himbara) yang akan memasuki masa pensiun dini dipertimbangkan akan menjadi manajer Koperasi Desa Merah Putih (Kopdes Merah Putih).
"Kopdes Merah Putih Diklaim Bisa Buka 1,6 Juta Lowongan Kerja",https://www.cnnindonesia.com/ekonomi/20250623183658-92-1242975/kopdes-merah-putih-diklaim-bisa-buka-16-juta-lowongan-kerja,2025-06-23,"Kementerian Koperasi (Kemenkop) menargetkan 80 ribu Koperasi Desa Merah Putih (Kopdes Merah Putih) yang akan segera diluncurkan Presiden Prabowo Subianto bisa membuka 1,6 juta lowongan kerja."
"Pembangunan IKN Masuk Fase Kedua, Lelang Mulai Akhir Juni",https://www.cnnindonesia.com/ekonomi/20250623134834-92-1242875/pembangunan-ikn-masuk-fase-kedua-lelang-mulai-akhir-juni,2025-06-23,Pembangunan Ibu Kota Nusantara (IKN) akan masuk fase kedua. Kepala Otorita IKN (OIKN) Basuki Hadimuljono mengatakan lelang proyek akan dimulai pada akhir Juni 2025.
3 Pertimbangan Pemerintah Mau Revisi Aturan 'Pembunuh' Sritex Cs,https://www.cnnindonesia.com/ekonomi/20250623131915-92-1242862/3-pertimbangan-pemerintah-mau-revisi-aturan-pembunuh-sritex-cs,2025-06-23,Menteri Perdagangan Budi Santoso menyatakan revisi Peraturan Menteri Perdagangan (Permendag) Nomor 8 Tahun 2024 tentang Kebijakan dan Pengaturan Impor akan dilakukan dengan mempertimbangkan perlindungan terhadap tiga kelompok industri dalam negeri.
Ekonom Prediksi Perang Iran-Israel Bisa Picu Perpecahan Anggota BRICS,https://www.cnnindonesia.com/ekonomi/20250623134320-92-1242873/ekonom-prediksi-perang-iran-israel-bisa-picu-perpecahan-anggota-brics,2025-06-23,Ekonom menyebut perang Iran dan Israel bisa memicu perpecahan di antara negara anggota BRICS.
Prabowo Bakal Resmikan 80 Ribu Kopdes Merah Putih pada 12 Juli,https://www.cnnindonesia.com/ekonomi/20250623164433-92-1242943/prabowo-bakal-resmikan-80-ribu-kopdes-merah-putih-pada-12-juli,2025-06-23,Presiden Prabowo Subianto akan meresmikan sekitar 80 ribu Koperasi Desa Merah Putih (Kopdes Merah Putih) saat Peringatan Hari Koperasi Nasional ke-78 pada 12 Juli mendatang.
"Pertamina Naikkan Harga BBM per 1 Juli 2025, Pertamax Jadi Rp12.500",https://www.cnnindonesia.com/ekonomi/20250630225736-85-1245346/pertamina-naikkan-harga-bbm-per-1-juli-2025-pertamax-jadi-rp12500,2025-06-30,"Harga BBM non-subsidi di seluruh SPBU Pertamina terpantau naik mulai 1 Juli 2025. Pertamax, Pertamax Turbo, Pertamax Green 95, Dexlite dan Pertamina Dex dijual lebih tinggi dari harga yang dipublikasikan jelang akhir Juni 2025."
Danantara Dapat Pendanaan Baru dari Bank Asing Rp162 T,https://www.cnnindonesia.com/ekonomi/20250630204232-532-1245332/danantara-dapat-pendanaan-baru-dari-bank-asing-rp162-t,2025-06-30,BPI Danantara bakal menerima pendanaan baru dari perbankan asing senilai US$10 miliar atau sekitar Rp162 triliun (asumsi kurs Rp16.200 per dolar AS).
The Trans Icon Apartemen Hadir di Surabaya: Lebih dari Sekadar Hunian,https://www.cnnindonesia.com/ekonomi/20250630203158-92-1245330/the-trans-icon-apartemen-hadir-di-surabaya-lebih-dari-sekadar-hunian,2025-06-30,"Di tengah hiruk pikuk kehidupan urban Kota Surabaya, hadir sebuah hunian dengan konsep yang disebut belum pernah ada sebelumnya di Surabaya. Bukan sekadar tempat tinggal, tapi juga gaya hidup. Itulah value yang ditawarkan The Trans Icon Apartemen Surabaya."
Menpan RB: WFA Bagi ASN Tak Wajib,https://www.cnnindonesia.com/ekonomi/20250630133145-532-1245172/menpan-rb-wfa-bagi-asn-tak-wajib,2025-06-30,Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (Menpan RB) Rini Widyantini menjelaskan kebijakan work from anywhere (WFA) atau flexible working arrangement (FWA) bagi para PNS tidak wajib.
Burhanuddin Abdullah Buka Suara soal Nasib Badan Penerimaan Negara,https://www.cnnindonesia.com/ekonomi/20250630182621-532-1245288/burhanuddin-abdullah-buka-suara-soal-nasib-badan-penerimaan-negara,2025-06-30,"Ketua Dewan Pakar Tim Kampanye Nasional (TKN) Prabowo-Gibran, Burhanuddin Abdullah buka suara soal kelanjutan pembentukan Badan Penerimaan Negara (BPN) oleh Presiden Prabowo Subianto."
KPPU Minta Danantara Proaktif Konsultasi Sebelum Investasi,https://www.cnnindonesia.com/ekonomi/20250630144550-92-1245220/kppu-minta-danantara-proaktif-konsultasi-sebelum-investasi,2025-06-30,Komisi Pengawas Persaingan Usaha (KPPU) meminta Lembaga Pengelola Investasi Daya Anagata Nusantara (LPI Danantara) agar melakukan konsultasi sebelum melakukan investasi.
DPR Marah ke Kemenhub soal Biaya Aplikasi Ojol 20 Persen: Pungli,https://www.cnnindonesia.com/ekonomi/20250630174321-92-1245277/dpr-marah-ke-kemenhub-soal-biaya-aplikasi-ojol-20-persen-pungli,2025-06-30,Anggota Komisi V DPR Adian Napitupulu marah saat membahas potongan 20 persen dari aplikator terhadap ojol di rapat dengan Kementerian Perhubungan (Kemenhub).
Kemenperin-Bank Dunia Bahas Pembiayaan dan Penguatan Industri Hijau,https://www.cnnindonesia.com/ekonomi/20250630192747-92-1245314/kemenperin-bank-dunia-bahas-pembiayaan-dan-penguatan-industri-hijau,2025-06-30,"Menteri Perindustrian Agus Gumiwang Kartasasmita menerima kunjungan delegasi World Bank yang dipimpin oleh Country Director untuk Indonesia dan Timor-Leste, Carolyn Turk."
"Meriahkan IIHF 2025, Perbadanan Islam Johor Incar Pasar Indonesia",https://www.cnnindonesia.com/ekonomi/20250630192112-625-1245313/meriahkan-iihf-2025-perbadanan-islam-johor-incar-pasar-indonesia,2025-06-30,"Perbadanan Islam Johor (PIJ) turut ambil bagian dalam gelaran Indonesia International Halal Festival (IIHF) 2025 yang berlangsung pada 20-22 Juni di Jakarta Convention Center (JCC). Melalui ajang ini, PIJ membawa misi besar, yakni memperluas pasar produk halal asal Johor ke Indonesia."
Bos Jasa Marga Rivan Purwantono Terpilih Jadi Ketua ATI,https://www.cnnindonesia.com/ekonomi/20250630193108-625-1245316/bos-jasa-marga-rivan-purwantono-terpilih-jadi-ketua-ati,2025-06-30,"PT Jasa Marga (Persero) Tbk mengumumkan Direktur Utama Jasa Marga Rivan Achmad Purwantono, terpilih menjadi Ketua Umum Asosiasi Pengusaha Jalan Tol Indonesia (ATI) periode 2025-2028."
P2MI Target Kirim 400 Ribu Pekerja Migran Indonesia Tiap Tahun,https://www.cnnindonesia.com/ekonomi/20250615181607-92-1239986/p2mi-target-kirim-400-ribu-pekerja-migran-indonesia-tiap-tahun,2025-06-15,Kementerian Pelindungan Pekerja Migran Indonesia (P2MI) menargetkan mengirimkan sekitar 400 ribu pekerja migran Indonesia (PMI) setiap tahun ke luar negeri.
Menteri Koperasi Dorong Pembentukan 80 Percontohan Koperasi Desa,https://www.cnnindonesia.com/ekonomi/20250615203908-92-1240002/menteri-koperasi-dorong-pembentukan-80-percontohan-koperasi-desa,2025-06-15,Menteri Koperasi Budi Arie Setiadi mendorong percepatan pembentukan 80 percontohan Koperasi Desa/Kelurahan Merah Putih di Indonesia.
"LPPOM Dukung IIHF 2025, Wujudkan Indonesia Jadi Pusat Halal Dunia",https://www.cnnindonesia.com/ekonomi/20250615194000-625-1239995/lppom-dukung-iihf-2025-wujudkan-indonesia-jadi-pusat-halal-dunia,2025-06-15,Lembaga Pemeriksa Halal (LPH) LPPOM menyatakan mendukung penuh pelaksanaan Indonesia International Halal Festival (IIHF) 2025 yang digagas oleh Badan Penyelenggara Jaminan Produk Halal (BPJPH). Festival ini dinilai sebagai langkah strategis untuk menjadikan Indonesia sebagai pusat halal dunia.
"Buah Segar Diskon 20% di Transmart Full Day Sale, Jeruk Wokam Rp2.792",https://www.cnnindonesia.com/ekonomi/20250615190143-97-1239990/buah-segar-diskon-20-di-transmart-full-day-sale-jeruk-wokam-rp2792,2025-06-15,"Area produk makanan di Transmart Mal Kota Kasablanka dipadati pengunjung di Transmart Full Day Sale, Minggu (15/6) hari ini."
"Diskon Besar Transmart Kota Kasablanka, Sepeda Listrik Jadi Incaran",https://www.cnnindonesia.com/ekonomi/20250615183834-92-1239988/diskon-besar-transmart-kota-kasablanka-sepeda-listrik-jadi-incaran,2025-06-15,Transmart kembali menggelar Full Day Sale pada Minggu (15/6). Hujan diskon di tengah bulan membuat Transmart dipadati pengunjung yang berburu produk dengan potongan harga besar-besaran.
"Iran dan Israel Saling Serang, Kilang Minyak Ikut Jadi Sasaran",https://www.cnnindonesia.com/ekonomi/20250615173119-85-1239982/iran-dan-israel-saling-serang-kilang-minyak-ikut-jadi-sasaran,2025-06-15,"Iran dan Israel mulai fokus menyerang objek vital ekonomi masing-masing negara, termasuk depo dan kilang minyak."
Kulkas SBS Turun Harga Jutaan Rupiah di Transmart Full Day Sale,https://www.cnnindonesia.com/ekonomi/20250613170140-97-1239540/kulkas-sbs-turun-harga-jutaan-rupiah-di-transmart-full-day-sale,2025-06-15,"Transmart Full Day Sale datang lagi hari ini, Minggu (15/6), kulkas side by side (SBS) turun harga jutaan rupiah, dari harga normal Rp9 juta jadi Rp6 jutaan."
Menkop Budi Ingin DIY Jadi Contoh Pengembangan Kopdes Merah Putih,https://www.cnnindonesia.com/ekonomi/20250615160403-92-1239960/menkop-budi-ingin-diy-jadi-contoh-pengembangan-kopdes-merah-putih,2025-06-15,Menteri Koperasi (Menkop) Budi Arie Setiadi menginginkan Daerah Istimewa Yogyakarta (DIY) menjadi contoh pengembangan Koperasi Desa/Kelurahan (Kopdes) Merah Putih di Indonesia.
Penelitian: Hanya Guyana Negara yang Mampu Swasembada Pangan,https://www.cnnindonesia.com/ekonomi/20250615150223-92-1239947/penelitian-hanya-guyana-negara-yang-mampu-swasembada-pangan,2025-06-15,Sebuah penelitian menemukan banyak negara tidak mampu mencapai swasembada pangan. Hanya satu negara yakni Guyana di Amerika Selatan yang mampu mencapai swasembada pangan untuk tujuh kelompok pangan.
Pakaian Cewek Diskon hingga 30%+20% di Transmart Full Day Sale,https://www.cnnindonesia.com/ekonomi/20250613213654-97-1239612/pakaian-cewek-diskon-hingga-30-20-di-transmart-full-day-sale,2025-06-15,"Pesta diskon Transmart Full Day Sale balik lagi tebar diskon gede-gedean untuk pakaian cewek dari berbagai merek ternama. Yuk, jangan kelewatan promo diskonnya khusus pembelanjaan hari ini, Minggu (15/6)."
"Grab Kontribusi Rp16,3 M Buat Bantu Makan Bergizi Gratis",https://www.cnnindonesia.com/ekonomi/20250613224205-92-1239619/grab-kontribusi-rp163-m-buat-bantu-makan-bergizi-gratis,2025-06-13,"Grab Indonesia menggelontorkan dana sebesar US$1 juta atau setara Rp16,3 miliar (asumsi kurs Rp16.303 per dolar AS) untuk mendukung program Makan Bergizi Gratis (MBG)."
Grab Blak-blakan Bantah Isu Merger dengan GoTo,https://www.cnnindonesia.com/ekonomi/20250613211023-92-1239608/grab-blak-blakan-bantah-isu-merger-dengan-goto,2025-06-13,Grab Indonesia secara terbuka membantah adanya pembicaraan maupun kesepakatan terkait merger dengan PT GoTo Gojek Tokopedia Tbk.
"Airlangga Sebut Tekstil, Sawit Bisa Bebas Tarif di UE, Ini Syaratnya",https://www.cnnindonesia.com/ekonomi/20250613183211-92-1239566/airlangga-sebut-tekstil-sawit-bisa-bebas-tarif-di-ue-ini-syaratnya,2025-06-13,"Pemerintah Indonesia mengklaim tekstil, alas kaki, sampai sawit akan segera bebas tarif impor dari Uni Eropa."
Pemerintah Incar Transaksi Rp60 T dari Pesta Diskon Juni-Juli 2025,https://www.cnnindonesia.com/ekonomi/20250613142221-532-1239418/pemerintah-incar-transaksi-rp60-t-dari-pesta-diskon-juni-juli-2025,2025-06-13,Pemerintah mengincar transaksi Rp60 triliun dari gelaran pesta diskon belanja yang mereka laksanakan Juni 2025-Juli 2025.
Menteri LH Tutup 2 Pabrik Peleburan Logam karena Bikin Udara 'Hitam',https://www.cnnindonesia.com/ekonomi/20250613203333-92-1239599/menteri-lh-tutup-2-pabrik-peleburan-logam-karena-bikin-udara-hitam,2025-06-13,"Menteri Lingkungan Hidup Hanif Faisol Nurofiq mengatakan pihaknya menutup dua pabrik peleburan logam yang ada di Cikarang, Jawa Barat."
Airlangga Ungkap Intaian Bahaya Ekonomi RI Usai Israel Gempur Iran,https://www.cnnindonesia.com/ekonomi/20250613172654-532-1239548/airlangga-ungkap-intaian-bahaya-ekonomi-ri-usai-israel-gempur-iran,2025-06-13,Menteri Koordinator Bidang Perekonomian Airlangga Hartarto mengungkapkan bahaya yang mengintai Indonesia usai Israel menyerang Iran.
"Airlangga Minta UE Perlakukan Khusus Ikan RI, Singgung Pagar Laut",https://www.cnnindonesia.com/ekonomi/20250613185739-92-1239574/airlangga-minta-ue-perlakukan-khusus-ikan-ri-singgung-pagar-laut,2025-06-13,Menteri Koordinator Bidang Perekonomian Airlangga Hartarto meminta Uni Eropa memberikan perlakukan khusus komoditas ikan asal RI.
