title,link,date,content_snippet
"Tanpa APBN, Pemerintah Andalkan Swasta Buat Impor 250 Ribu Sapi",https://www.cnnindonesia.com/ekonomi/20250613171227-92-1239544/tanpa-apbn-pemerintah-andalkan-swasta-buat-impor-250-ribu-sapi,2025-06-13,Pemerintah menargetkan impor 250 ribu ekor sapi hidup pada tahun ini tanpa menggunakan dana Anggaran Pendapatan dan Belanja Negara (APBN).
37 Ribu Kopdes Merah Putih Sudah Kantongi Legalitas,https://www.cnnindonesia.com/ekonomi/20250613163615-92-1239505/37-ribu-kopdes-merah-putih-sudah-kantongi-legalitas,2025-06-13,Menteri Koordinator Bidang Pangan Zulkifli Hasan alias Zulhas menyampaikan lebih dari 37 ribu Koperasi Desa Merah Putih telah resmi mengantongi legalitas hingga pertengahan Juni 2025.
"Bahlil Jual Listrik 3,4 GW ke Singapura, Potensi Investasi Rp163 T",https://www.cnnindonesia.com/ekonomi/20250613125449-85-1239360/bahlil-jual-listrik-34-gw-ke-singapura-potensi-investasi-rp163-t,2025-06-13,"Pemerintah Indonesia menyetujui ekspor listrik bersumber dari energi baru terbarukan ke Singapura. Ekspor akan dilakukan bertahap hingga mencapai 3,4 gigawatt."
"Kemendag soal Kiprah Dagang RI: Membaik, Surplus dengan Banyak Negara",https://www.cnnindonesia.com/ekonomi/20250620151305-92-1241954/kemendag-soal-kiprah-dagang-ri-membaik-surplus-dengan-banyak-negara,2025-06-20,Kementerian Perdagangan (Kemendag) menilai banyak pihak tak senang melihat kemajuan perdagangan Indonesia di kancah global.
"Dukung Sekolah Rakyat, Kemnaker dan Kemensos Sepakat Optimalkan BLK",https://www.cnnindonesia.com/ekonomi/20250620203814-97-1242090/dukung-sekolah-rakyat-kemnaker-dan-kemensos-sepakat-optimalkan-blk,2025-06-20,Kementerian Ketenagakerjaan (Kemnaker) menyatakan siap berkolaborasi dengan Kementerian Sosial (Kemensos) untuk mendukung program Sekolah Rakyat yang merupakan gagasan Presiden Prabowo Subianto. Kolaborasi tersebut diwujudkan melalui pemanfaatan Balai Latihan Kerja (BLK) yang dimiliki Kemnaker maupun Unit Pelaksana Teknis Daerah (UPTD) di berbagai wilayah.
KKP Tegaskan Pulau Tidak Bisa Diperjualbelikan,https://www.cnnindonesia.com/ekonomi/20250620201918-92-1242081/kkp-tegaskan-pulau-tidak-bisa-diperjualbelikan,2025-06-20,Kementerian Kelautan dan Perikanan (KKP) menegaskan tidak ada satu pun regulasi di Indonesia yang memperbolehkan penjualan pulau atau pulau kecil.
Kementerian ESDM Godok Aturan Olah Uranium untuk Bahan Baku PLTN,https://www.cnnindonesia.com/ekonomi/20250620203125-85-1242085/kementerian-esdm-godok-aturan-olah-uranium-untuk-bahan-baku-pltn,2025-06-20,Kementerian ESDM tengah menyiapkan aturan untuk mengolah bahan radioaktif seperti uranium yang ditemukan di Kalimantan Barat menjadi bahan baku Pembangkit Listrik Tenaga Nuklir (PLTN).
"Sri Mulyani Tambah Investasi Indonesia di IsDB Cs Rp1,7 T",https://www.cnnindonesia.com/ekonomi/20250620202152-532-1242082/sri-mulyani-tambah-investasi-indonesia-di-isdb-cs-rp17-t,2025-06-20,"Menteri Keuangan (Menkeu) Sri Mulyani menambah investasi Indonesia di tiga bank internasional senilai total Rp1,7 triliun, termasuk Islamic Development Bank (IsDB)."
Bahlil Tawarkan Rusia Garap Ladang Migas RI,https://www.cnnindonesia.com/ekonomi/20250620193227-85-1242065/bahlil-tawarkan-rusia-garap-ladang-migas-ri,2025-06-20,Indonesia menawarkan Rusia untuk masuk dan menggarap proyek minyak dan gas (migas) yang ada di Tanah Air.
Ara Klarifikasi soal Wacana Larang Orang Punya Lebih dari 1 Rumah,https://www.cnnindonesia.com/ekonomi/20250620192156-92-1242058/ara-klarifikasi-soal-wacana-larang-orang-punya-lebih-dari-1-rumah,2025-06-20,Menteri Perumahan dan Kawasan Permukiman (PKP) Maruarar Sirait meluruskan berita-berita yang menyebut dirinya akan melarang orang punya lebih dari satu rumah.
Wamendag Roro Ungkap 'Mindset' Pembangunan Ekonomi Prabowo,https://www.cnnindonesia.com/ekonomi/20250620190154-92-1242052/wamendag-roro-ungkap-mindset-pembangunan-ekonomi-prabowo,2025-06-20,Wakil Menteri Perdagangan (Wamendag) Dyah Roro Esti membocorkan pola pikir (mindset) pembangunan ekonomi Indonesia di era Presiden Prabowo Subianto.
"Pemerintah akan Renovasi Rumah Kumuh Pakai Utang Rp24,5 T Bank Dunia",https://www.cnnindonesia.com/ekonomi/20250620185339-92-1242048/pemerintah-akan-renovasi-rumah-kumuh-pakai-utang-rp245-t-bank-dunia,2025-06-20,"Kementerian Perumahan dan Kawasan Permukiman (PKP) akan merenovasi rumah kumuh menggunakan pinjaman Rp24,5 triliun yang ditawarkan Bank Dunia."
"Pembangunan IKN Masuk Fase Kedua, Lelang Mulai Akhir Juni",https://www.cnnindonesia.com/ekonomi/20250620175907-92-1242028/pembangunan-ikn-masuk-fase-kedua-lelang-mulai-akhir-juni,2025-06-20,Pembangunan Ibu Kota Nusantara (IKN) memasuki fase kedua. Lelang pekerjaan akan dimulai akhir Juni ini.
Trenggono Ungkap Peran Agrinas di Proyek Danantara Rp26 T di Pantura,https://www.cnnindonesia.com/ekonomi/20250625202928-92-1243870/trenggono-ungkap-peran-agrinas-di-proyek-danantara-rp26-t-di-pantura,2025-06-25,"Menteri Kelautan dan Perikanan (KP) Sakti Wahyu Trenggono mengungkapkan peran BUMN PT Agrinas Jaladri Nusantara (Persero) dalam proyek Danantara senilai Rp26 triliun di Pantai Utara (Pantura), Jawa Barat."
Demul - Trenggono Blak-blakan Dampak Proyek Giant Sea Wall di Pantura,https://www.cnnindonesia.com/ekonomi/20250625201526-92-1243862/demul-trenggono-blak-blakan-dampak-proyek-giant-sea-wall-di-pantura,2025-06-25,Gubernur Jawa Barat Dedi Mulyadi (Demul) menjelaskan dampak proyek tanggul laut raksasa alias Giant Sea Wall di Pantai Utara (Pantura).
"Cegah Jual Beli, KKP Bakal Awasi Pulau-pulau Kecil Pakai Satelit",https://www.cnnindonesia.com/ekonomi/20250625200244-92-1243860/cegah-jual-beli-kkp-bakal-awasi-pulau-pulau-kecil-pakai-satelit,2025-06-25,Kementerian Kelautan dan Perikanan (KKP) bakal mengawasi pulau-pulau kecil dengan satelit untuk mencegah praktik jual-beli.
Batam Jadi Kota Percontohan Dekarbonisasi di Sektor Bangunan Gedung,https://www.cnnindonesia.com/ekonomi/20250625194846-92-1243855/batam-jadi-kota-percontohan-dekarbonisasi-di-sektor-bangunan-gedung,2025-06-25,Batam dicanangkan sebagai kota percontohan dekarbonisasi lingkungan binaan di sektor bangunan gedung.
Kopdes Merah Putih Bisa Ajukan Pinjaman ke Bank BUMN Mulai 1 Juli,https://www.cnnindonesia.com/ekonomi/20250625191850-92-1243840/kopdes-merah-putih-bisa-ajukan-pinjaman-ke-bank-bumn-mulai-1-juli,2025-06-25,Menteri Koordinator Bidang Pangan Zulkifli Hasan mengatakan Koperasi Desa Merah Putih (Kopdes Merah Putih) bisa mengajukan pinjaman ke Himpunan Bank Milik Negara (Himbara) atau bank-bank berstatus BUMN mulai 1 Juli 2025.
Demul Targetkan Jabar Bebas Bangunan dan Sertifikat Liar dalam 2 Tahun,https://www.cnnindonesia.com/ekonomi/20250625190454-92-1243834/demul-targetkan-jabar-bebas-bangunan-dan-sertifikat-liar-dalam-2-tahun,2025-06-25,Gubernur Jawa Barat Dedi Mulyadi (Demul) menargetkan wilayahnya akan bebas bangunan liar dan sertifikat liar dalam 2 tahun mendatang.
Trenggono Ungkap 2 Cara Benahi Masalah Pulau Enggano yang Terisolasi,https://www.cnnindonesia.com/ekonomi/20250625142743-92-1243710/trenggono-ungkap-2-cara-benahi-masalah-pulau-enggano-yang-terisolasi,2025-06-25,"Menteri Kelautan dan Perikanan (KP) Sakti Wahyu Trenggono mengungkapkan 2 cara membenahi masalah Pulau Enggano, Provinsi Bengkulu, yang terisolasi."
Proyek Kilang yang Bikin Warga Tuban Jadi Miliarder Masih Terganjal,https://www.cnnindonesia.com/ekonomi/20250625134245-85-1243672/proyek-kilang-yang-bikin-warga-tuban-jadi-miliarder-masih-terganjal,2025-06-25,"Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia menyebut proyek pembangunan kilang minyak di Tuban, Jawa Timur, masih terkendala."
Bahlil Angkat Mantan Jaksa dan Polisi Jadi Anak Buah di ESDM,https://www.cnnindonesia.com/ekonomi/20250625130232-85-1243650/bahlil-angkat-mantan-jaksa-dan-polisi-jadi-anak-buah-di-esdm,2025-06-25,Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia menunjuk mantan jaksa dan polisi menjadi pejabat Kementerian ESDM.
Danantara Tertarik Masuk ke Bisnis Film dan K-Pop,https://www.cnnindonesia.com/ekonomi/20250625073554-92-1243541/danantara-tertarik-masuk-ke-bisnis-film-dan-k-pop,2025-06-25,Danantara Indonesia tertarik menjalin kerja sama dengan Korea Selatan dalam bidang industri media dan hiburan seperti film dan K-Pop.
"Kemenkeu Bebaskan Bea-Pajak 1.800 Barang Jemaah Haji Senilai Rp2,4 M",https://www.cnnindonesia.com/ekonomi/20250611213339-92-1238771/kemenkeu-bebaskan-bea-pajak-1800-barang-jemaah-haji-senilai-rp24-m,2025-06-11,"Kementerian Keuangan (Kemenkeu) membebaskan bea masuk dan pajak 1.800 barang jemaah haji Indonesia senilai US$149 ribu alias Rp2,4 miliar (asumsi kurs Rp16.270 per dolar AS) pada hari pertama kepulangan ke Tanah Air."
Kemensos Siap Revisi Data Bansos Jika Standar Kemiskinan Dinaikkan,https://www.cnnindonesia.com/ekonomi/20250611135427-532-1238568/kemensos-siap-revisi-data-bansos-jika-standar-kemiskinan-dinaikkan,2025-06-11,Kementerian Sosial (Kemensos) siap memperbaiki data penerima bantuan sosial (bansos) jika angka garis kemiskinan dinaikkan.
"Prabowo Butuh Rp1.900 T Bangun Infrastruktur, APBN Cukup?",https://www.cnnindonesia.com/ekonomi/20250611154031-92-1238618/prabowo-butuh-rp1900-t-bangun-infrastruktur-apbn-cukup,2025-06-11,Pemerintah membutuhkan uang Rp1.900 triliun untuk membiayai pembangunan infrastruktur selama periode pemerintahan Presiden Prabowo Subianto.
Pemerintah Tawarkan Proyek Sulap Tanah Abang-Blok M ke Investor Asing,https://www.cnnindonesia.com/ekonomi/20250611171714-92-1238680/pemerintah-tawarkan-proyek-sulap-tanah-abang-blok-m-ke-investor-asing,2025-06-11,Pemerintah menawarkan sejumlah proyek bernilai total sekitar Rp200 triliun ke investor asing melalui International Conference on Infrastructure (ICI).
Pemerintah Akan Bangun Tambak Garam Raksasa 10 Ribu Ha di NTT,https://www.cnnindonesia.com/ekonomi/20250611160835-92-1238643/pemerintah-akan-bangun-tambak-garam-raksasa-10-ribu-ha-di-ntt,2025-06-11,"Pemerintah tengah menyiapkan pembangunan kawasan sentra industri garam nasional di Pulau Rote, Kabupaten Rote Ndao, Nusa Tenggara Timur (NTT) seluas 10.764 hektare (ha) sebagai bagian dari strategi swasembada garam."
"DBS Foundation 'Impact Beyond Dialogue', Siap Hadapi Populasi Menua",https://www.cnnindonesia.com/ekonomi/20250611185000-625-1238732/dbs-foundation-impact-beyond-dialogue-siap-hadapi-populasi-menua,2025-06-11,"DBS Foundation bersama Bank DBS Indonesia menyelenggarakan diskusi bertajuk ""Impact Beyond Dialogue - Future-Proofing Indonesia: From Demographic Bonus to Ageing Readiness"" guna meningkatkan kesadaran publik akan pentingnya persiapan sistem sosial dan ekonomi yang inklusif terhadap lansia, sekaligus mendorong kolaborasi lintas generasi dan lintas sektor."
"BABYMONSTER Jadi Brand Ambassador Good Day Latte, Luncurkan Dua Varian",https://www.cnnindonesia.com/ekonomi/20250610125151-625-1238116/babymonster-jadi-brand-ambassador-good-day-latte-luncurkan-dua-varian,2025-06-11,"Brand kopi instan kenamaan Indonesia, Kopi Good Day, resmi menggandeng girl group K-Pop populer asal Korea Selatan, BABYMONSTER, sebagai Brand Ambassador untuk lini produk Good Day Latte."
Komisaris PT GAG Sebut Banyak Foto Editan AI soal Tambang Raja Ampat,https://www.cnnindonesia.com/ekonomi/20250611194421-85-1238749/komisaris-pt-gag-sebut-banyak-foto-editan-ai-soal-tambang-raja-ampat,2025-06-11,Komisaris PT GAG Nikel Ahmad Fahrur Roz mengungkap banyak foto serta video yang beredar mengenai tambang nikel di Raja Ampat hasil editan kecerdasan buatan atau (AI/Artificial Intelligence).
"Perkuat Layanan, Bank Jatim Resmikan Kantor Baru Cabang Caruban",https://www.cnnindonesia.com/ekonomi/20250611193214-625-1238746/perkuat-layanan-bank-jatim-resmikan-kantor-baru-cabang-caruban,2025-06-11,"PT Bank Pembangunan Daerah Jawa Timur Tbk (Bank Jatim) meresmikan kantor cabang barunya di Caruban, Kabupaten Madiun, Selasa (10/6). Kantor yang berlokasi di Jalan Panglima Sudirman No. 179 itu sebelumnya berstatus sebagai kantor cabang pembantu."
Profil PT OTM Milik Anak Riza Chalid yang Kilangnya Disita Kejagung,https://www.cnnindonesia.com/ekonomi/20250611191120-92-1238741/profil-pt-otm-milik-anak-riza-chalid-yang-kilangnya-disita-kejagung,2025-06-11,Kejaksaan Agung (Kejagung) resmi menyita kilang minyak milik PT Orbit Terminal Merak (OTM) pada kasus dugaan korupsi tata kelola minyak mentah dan produk kilang pada PT Pertamina periode 2018-2023.
"Tanggul Laut Jakarta Sudah Berdiri 14,75 KM, Lanjut Tahap 7",https://www.cnnindonesia.com/ekonomi/20250610162025-92-1238238/tanggul-laut-jakarta-sudah-berdiri-1475-km-lanjut-tahap-7,2025-06-10,"Pembangunan tanggul laut di perairan utara DKI Jakarta yang masuk program Pembangunan Terpadu Pesisir Ibukota Negara (PTPIN) sudah mencapai 14,75 kilometer."
Pemilik Bersuara soal Kapal JKW-Iriana Angkut Tambang Nikel Raja Ampat,https://www.cnnindonesia.com/ekonomi/20250610202617-92-1238314/pemilik-bersuara-soal-kapal-jkw-iriana-angkut-tambang-nikel-raja-ampat,2025-06-10,"PT IMC Pelita Logistik Tbk selaku pemilik kapal mengklarifikasi isu penamaan 'Jokowi' dan 'Iriana' yang dikaitkan dengan pengangkutan hasil tambang nikel dari Raja Ampat, Papua Barat Daya."
"BI Catat Uang Primer RI Rp1.939 T, Naik 14,5 Persen Per Mei 2025",https://www.cnnindonesia.com/ekonomi/20250610164630-78-1238254/bi-catat-uang-primer-ri-rp1939-t-naik-145-persen-per-mei-2025,2025-06-10,"Bank Indonesia (BI) mencatat uang primer (MO) adjusted sebesar Rp1.939,1 triliun pada Mei 2025. Jumlah ini naik 14,5 persen secara tahunan (year on year/ yoy)."
Bahlil Klaim Warga Raja Ampat Dukung Tambang: Mereka Juga Ingin Maju,https://www.cnnindonesia.com/ekonomi/20250610151254-85-1238213/bahlil-klaim-warga-raja-ampat-dukung-tambang-mereka-juga-ingin-maju,2025-06-10,"Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia mengklaim masyarakat dan pemimpin Raja Ampat, Papua Barat Daya, mendukung tambang."
VIDEO: Pernyataan Bahlil soal Cabut 4 Izin Tambang di Raja Ampat,https://www.cnnindonesia.com/ekonomi/20240918124322-89-1145597/video-pernyataan-bahlil-soal-cabut-4-izin-tambang-di-raja-ampat,2025-06-10,Pemerintah memutuskan mencabut izin usaha pertambangan (IUP) empat perusahaan yang beroperasi di sekitar kawasan wisata Raja Ampat.
VIDEO: Prabowo Cabut Izin Tambang Nikel 4 Perusahaan di Raja Ampat,https://www.cnnindonesia.com/ekonomi/20250610183030-89-1238289/video-prabowo-cabut-izin-tambang-nikel-4-perusahaan-di-raja-ampat,2025-06-10,"Presiden Prabowo Subianto mencabut Izin Usaha Pertambangan (IUP) 4 perusahaan yang beroperasi di kawasan Raja Ampat, Papua Barat."
Alasan Prabowo Tak Cabut Izin PT GAG NIkel di Raja Ampat,https://www.cnnindonesia.com/ekonomi/20250610163417-85-1238242/alasan-prabowo-tak-cabut-izin-pt-gag-nikel-di-raja-ampat,2025-06-10,"Pemerintah memutuskan untuk tetap mempertahankan izin tambang PT GAG Nikel (GN) di Raja Ampat, Papua Barat, di tengah pencabutan empat izin usaha pertambangan (IUP) lainnya di wilayah yang sama."
Sepak Terjang Orang-orang di Balik PT GAG di Tengah Ramai  Raja Ampat,https://www.cnnindonesia.com/ekonomi/20250610172737-85-1238270/sepak-terjang-orang-orang-di-balik-pt-gag-di-tengah-ramai-raja-ampat,2025-06-10,"PT GAG tetap diperbolehkan Presiden Prabowo Subianto untuk mengeruk nikel di Raja Ampat, Papua Barat Daya."
APNI Buka Suara soal Pencabutan Izin Tambang Nikel Raja Ampat,https://www.cnnindonesia.com/ekonomi/20250610174527-90-1238271/apni-buka-suara-soal-pencabutan-izin-tambang-nikel-raja-ampat,2025-06-10,"Asosiasi Penambang Nikel Indonesia (APNI) memastikan bahwa PT GAG Nikel telah memenuhi seluruh persyaratan legal dan teknis sebagai perusahaan tambang yang menjalankan praktik ramah lingkungan di Pulau Gag, Raja Ampat."
"Jangan Lewatkan Transmart Full Day Sale Besok, Ada Diskon 50% + 20%",https://www.cnnindonesia.com/ekonomi/20250613153130-97-1239467/jangan-lewatkan-transmart-full-day-sale-besok-ada-diskon-50-20,2025-06-14,"Jangan sampai lewatkan Transmart Full Day Sale besok, Minggu (15/6) ya. Soalnya ada diskon 50 persen dan ada diskon tambahan 20 persen selama seharian!"
"Siap-Siap, Besok Sepeda Listrik Diskon Jutaan Rupiah di Transmart",https://www.cnnindonesia.com/ekonomi/20250613183827-97-1239567/siap-siap-besok-sepeda-listrik-diskon-jutaan-rupiah-di-transmart,2025-06-14,"Transmart Full Day Sale kembali lagi besok, Minggu (15/6) dan bakal kasih diskon gede-gedean hingga 25% + 20% untuk sepeda listrik."
"RUPST, Ini Daftar Direksi dan Komisaris PT Samator Indo Gas Terbaru",https://www.cnnindonesia.com/ekonomi/20250614181050-92-1239809/rupst-ini-daftar-direksi-dan-komisaris-pt-samator-indo-gas-terbaru,2025-06-14,PT Samator Indo Gas Tbk mengumumkan struktur manajemen yang baru dalam Rapat Umum Pemegang Saham Tahunan (RUPST) Tahun Buku 2024.
"Jeruk, Apel, hingga Anggur Diskon 20% di Transmart Full Day Sale",https://www.cnnindonesia.com/ekonomi/20250613210646-97-1239607/jeruk-apel-hingga-anggur-diskon-20-di-transmart-full-day-sale,2025-06-14,"Pesta diskon Transmart Full Day Sale akan kembali digelar besok, Minggu (15/6). Beli buah-buahan yang kualitasnya segar dan sudah pasti ada diskon, ya di Transmart."
"Transmart Full Day Sale, Aneka Barang Elektronik Banting Harga",https://www.cnnindonesia.com/ekonomi/20250613155750-97-1239478/transmart-full-day-sale-aneka-barang-elektronik-banting-harga,2025-06-14,"Transmart Full Day Sale kembali lagi besok, Minggu (15/6). Aneka barang elektronik, seperti AC, kulkas, hingga Smart TV, banting harga sampai jutaan rupiah."
"Transmart Full Day Sale Kembali Lagi 15 Juni, Pesta Diskon 50% + 20%",https://www.cnnindonesia.com/ekonomi/20250613145347-97-1239445/transmart-full-day-sale-kembali-lagi-15-juni-pesta-diskon-50-20,2025-06-14,"Transmart Full Day Sale kembali lagi esok hari, Minggu (15/6). Di pesta diskon ini, Transmart kasih diskon dobel, 50 persen dan ekstra diskon 20 persen selama seharian!"
"Utang Jatuh Tempo RI Juni 2025 Tembus Rp178,2 T",https://www.cnnindonesia.com/ekonomi/20250614171235-532-1239790/utang-jatuh-tempo-ri-juni-2025-tembus-rp1782-t,2025-06-14,"Utang jatuh tempo yang harus dibayar Presiden Prabowo Subianto per Juni 2025 tembus Rp178,2 triliun."
"Makin Banyak Negara Gabung BRICS, Kali Ini Vietnam",https://www.cnnindonesia.com/ekonomi/20250614154650-532-1239748/makin-banyak-negara-gabung-brics-kali-ini-vietnam,2025-06-14,"Vietnam resmi bergabung dengan BRICS sebagai negara mitra. Merapatnya Vietnam disampaikan oleh Brasil, yang saat ini memegang jabatan Presiden BRICS."
Kementerian PU Dorong Infrastruktur Sampah Berkelanjutan Menuju 2030,https://www.cnnindonesia.com/ekonomi/20250614142803-97-1239732/kementerian-pu-dorong-infrastruktur-sampah-berkelanjutan-menuju-2030,2025-06-14,"Kementerian Pekerjaan Umum (PU) memperkuat komitmennya untuk mewujudkan sistem pengelolaan sampah yang terpadu, tangguh, dan berkelanjutan hingga tahun 2030. Inisiatif ini diharapkan dapat memberikan manfaat berlipat, mulai dari pengurangan dampak lingkungan, peningkatan kesehatan masyarakat, hingga penguatan ketahanan iklim melalui pengembangan ekonomi sirkular."
Kementerian PU Tawarkan 9 Proyek KPBU Senilai Rp90 Triliun di ICI 2025,https://www.cnnindonesia.com/ekonomi/20250614135113-97-1239724/kementerian-pu-tawarkan-9-proyek-kpbu-senilai-rp90-triliun-di-ici-2025,2025-06-14,"Kementerian Pekerjaan Umum (PU) menggelar sesi presentasi proyek Kerja Sama Pemerintah dengan Badan Usaha (KPBU) dalam rangkaian International Conference of Infrastructure (ICI) 2025 sebagai ajang strategis untuk mempertemukan pemerintah dengan mitra potensial dari sektor swasta dalam membangun infrastruktur nasional yang berkelanjutan di Jakarta Convention Center (JCC), Senayan, Jakarta pada Kamis (12/6)."
Garuda Bebas Tugaskan Semua Awak Kabin Imbas HP Penumpang Hilang,https://www.cnnindonesia.com/ekonomi/20250609200827-92-1237935/garuda-bebas-tugaskan-semua-awak-kabin-imbas-hp-penumpang-hilang,2025-06-09,Garuda Indonesia membebastugaskan seluruh awak kabin penerbangan GA716 rute Jakarta-Melbourne usai seorang penumpang kehilangan handphone (HP) dalam penerbangan pada Jumat (6/6) lalu. Langkah ini dilakukan terkait investigasi menyeluruh dalam kasus ini.
Danantara Respons Rumor Minat Investasi Jika GoTo-Grab Merger,https://www.cnnindonesia.com/ekonomi/20250609134133-92-1237834/danantara-respons-rumor-minat-investasi-jika-goto-grab-merger,2025-06-09,Danantara buka suara soal rumor badan pengelola investasi tertarik untuk berinvestasi ke PT. GoTo Gojek Tokopedia Tbk dan Grab Holdings yang berpotensi merger. Rumor ini diberitakan oleh media ekonomi Bloomberg.
Membangun Jakarta Lewat Pajak: Investasi Masa Depan yang Lebih Baik,https://www.cnnindonesia.com/ekonomi/20250602213109-83-1235709/membangun-jakarta-lewat-pajak-investasi-masa-depan-yang-lebih-baik,2025-06-09,"Jelang usia ke-498 pada 22 Juni mendatang, pembangunan di DKI Jakarta terus menggeliat. Tak banyak yang tahu, pajak daerah merupakan fondasi kehadiran beragam infrastruktur modern, transportasi publik yang terintegrasi, serta peningkatan layanan masyarakat."
Prabowo soal Proyek Tanggul Laut: Tak Ada Lagi Penundaan,https://www.cnnindonesia.com/ekonomi/20250612225415-532-1239203/prabowo-soal-proyek-tanggul-laut-tak-ada-lagi-penundaan,2025-06-12,Presiden RI Prabowo Subianto memastikan akan memulai mega proyek tanggul laut Pantai Utara Jawa alias giant sea wall.
VIDEO: Melihat Rumah Subsidi 25 Meter Persegi di Tengah Kontroversi,https://www.cnnindonesia.com/ekonomi/20250612202220-96-1239187/video-melihat-rumah-subsidi-25-meter-persegi-di-tengah-kontroversi,2025-06-12,Kementerian PKP bersama Lippo Group memamerkan mock up rumah subsidi berluas 25 meter persegi.
Damri Tambah 70 Bus Listrik Baru Buatan China,https://www.cnnindonesia.com/ekonomi/20250611165332-92-1238675/damri-tambah-70-bus-listrik-baru-buatan-china,2025-06-12,"Perum Damri mengimpor 70 unit bus listrik buatan Zhongtong, China."
Pertamina Angkat Nanik S Deyang dan Wamen Investasi Jadi Komisaris,https://www.cnnindonesia.com/ekonomi/20250612202023-85-1239186/pertamina-angkat-nanik-s-deyang-dan-wamen-investasi-jadi-komisaris,2025-06-12,PT Pertamina (Persero) merombak jajaran direksi dan komisarisnya dalam Rapat Umum Pemegang Saham (RUPS) Tahunan Tahun Buku 2024 yang digelar Kamis (12/4).
James Riady-Menteri Ara Pamer Rumah Subsidi 25 M2 Berharga Rp100 Juta,https://www.cnnindonesia.com/ekonomi/20250612150839-92-1239054/james-riady-menteri-ara-pamer-rumah-subsidi-25-m2-berharga-rp100-juta,2025-06-12,CEO Lippo Group James Riady bersama Menteri Perumahan dan Kawasan Permukiman Maruarar Sirait alias Ara memamerkan rancangan rumah subsidi berluas 25 meter persegi.
Sri Mulyani Ungkap Alasan Investor Kabur dari Proyek Infrastruktur,https://www.cnnindonesia.com/ekonomi/20250612155801-532-1239080/sri-mulyani-ungkap-alasan-investor-kabur-dari-proyek-infrastruktur,2025-06-12,Menteri Keuangan Sri Mulyani mengungkap alasan investor enggan melirik proyek infrastruktur.
DPR Kritik PNBP SDA Kecil di Tengah Kaya Alam RI,https://www.cnnindonesia.com/ekonomi/20250611195846-85-1238752/dpr-kritik-pnbp-sda-kecil-di-tengah-kaya-alam-ri,2025-06-12,Ketua Komisi XI DPR Misbakhun menyoroti Penerimaan Negara Bukan Pajak (PNBP) Sumber Daya Alam (SDA) yang masih kecil. Padahal Indonesia dikenal dengan kekayaan alamnya.
"Penangkap Tommy Soeharto Out dari Komisaris PTBA, Eks Kasum TNI Masuk",https://www.cnnindonesia.com/ekonomi/20250612190618-92-1239159/penangkap-tommy-soeharto-out-dari-komisaris-ptba-eks-kasum-tni-masuk,2025-06-12,"PT Bukit Asam Tbk (PTBA) menunjuk purnawirawan TNI Bambang Ismawan menjadi Komisaris Utama sekaligus independen perusahaan dalam Rapat Umum Pemegang Saham Tahunan (RUPST) di Hotel Borobudur, Jakarta, Kamis (12/6)."
Indonesia Kirim Bantuan 10 Ton Beras ke Palestina Akhir Bulan Ini,https://www.cnnindonesia.com/ekonomi/20250612160523-92-1239085/indonesia-kirim-bantuan-10-ton-beras-ke-palestina-akhir-bulan-ini,2025-06-12,Pemerintah Indonesia akan mengirimkan bantuan kemanusiaan sebesar 10 ribu ton beras ke Palestina.
